AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DISCA,DISCK,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LILA,LILAK,LRCX,MAR,MAT,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTES,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,QRTEA,REGN,ROST,SBUX,SHPG,SIRI,STX,SWKS,SYMC,TMUS,TSCO,TSLA,TXN,ULTA,USD,VIAB,VOD,VRSK,VRTX,WBA,WDC,WYNN,XLNX,XRAY
41.32,229.06,273.7578,93.13,151.97,155.1225,72.77,394.44,139.475,38.69,208.94,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.14,91.205,64.84,118.32,325.63,35.3,236,48.83,74.64,197.745,37.62,77.76,111.61,32.2525,29.735,35.94,81.72,117.915,33.0852,95.9201,131.89,58.47,165.2072,82.46,45.86,46.295,78.39,1207.42,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.87,227.96,580.39,120.06,25.949,55.6,102.125,28.93,28.175,21.23,20.97,151.34,131.97,15.99,79.4473,43.03,351.25,58.41,115.376,45.8169,56.61,36.97,57.47,383.69,234.2,288.4684,345.4,73.99,69.16,88.16,72.84,22.1,406.7,99.8,56.1701,178.38,6.245,47.745,91.973,21.245,70.61,91,308.1982,108.3015,283.8295,1,32.345,21.6771,120.97,194.64,73.18,58.83,125.02,80.19,38.12
41.32,229.06,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.69,208.94,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.14,91.205,64.84,118.32,325.63,35.305,236,48.83,74.64,197.745,37.62,77.76,111.61,32.2525,29.74,35.94,81.72,117.96,33.0852,95.9201,131.89,58.47,165.22,82.46,45.86,46.295,78.4,1207.42,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.87,228.0018,580.39,120.06,25.949,55.6,102.125,28.93,28.17,21.23,20.97,151.34,131.97,15.99,79.4473,43.03,351.25,58.41,115.376,45.81,56.61,36.97,57.47,383.69,234.2,288.43,345.4,73.99,69.16,88.16,72.815,22.1,406.7,99.8,56.1701,178.33,6.245,47.745,91.973,21.245,70.6,91,308.2,108.3015,283.815,1,32.35,21.6771,120.97,194.64,73.18,58.83,125.02,80.17,38.12
41.31,229.1,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.69,208.94,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.14,91.22,64.84,118.32,325.63,35.305,236,48.83,74.65,197.745,37.62,77.76,111.61,32.2525,29.74,35.94,81.72,117.9,33.0801,95.9201,131.89,58.47,165.24,82.46,45.86,46.295,78.41,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.86,228.0018,580.39,120.06,25.93,55.63,102.125,28.93,28.17,21.23,20.97,151.34,131.97,15.99,79.4473,43.03,351.5,58.41,115.375,45.825,56.61,36.97,57.47,383.69,234.2,288.43,345.4,73.99,69.14,88.16,72.8001,22.1,406.7,99.81,56.1701,178.33,6.245,47.745,91.973,21.245,70.6,91,308.1803,108.3015,283.815,1,32.345,21.6771,120.99,194.64,73.18,58.81,125.02,80.17,38.12
41.31,229.0847,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.69,208.94,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.14,91.22,64.84,118.32,325.63,35.31,236.0065,48.83,74.64,197.745,37.62,77.76,111.61,32.2525,29.74,35.94,81.705,117.9,33.0801,95.9201,131.89,58.47,165.231,82.46,45.86,46.295,78.41,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.865,228.0018,580.39,120.06,25.94,55.65,102.105,28.92,28.18,21.23,20.97,151.34,131.97,15.99,79.47,43.03,351.5,58.41,115.38,45.82,56.61,36.97,57.47,383.6685,234.2,288.48,345.4,73.99,69.14,88.16,72.8001,22.1,406.7,99.81,56.17,178.33,6.24,47.745,91.973,21.2499,70.6,91,308.2128,108.3015,283.815,1,32.345,21.6771,120.99,194.64,73.18,58.81,125.02,80.17,38.12
41.31,229.0799,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.6945,208.864,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.135,91.195,64.84,118.32,325.63,35.3,236.0065,48.83,74.64,197.745,37.62,77.76,111.61,32.2525,29.74,35.94,81.705,117.9,33.0801,95.9201,131.89,58.47,165.26,82.46,45.86,46.295,78.42,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.8666,228.0018,580.39,120.06,25.94,55.65,102.15,28.94,28.19,21.23,20.97,151.34,131.97,15.99,79.47,43.03,351.77,58.41,115.37,45.825,56.61,36.97,57.47,383.6685,234.2,288.46,345.4,73.99,69.14,88.16,72.82,22.1,406.7447,99.8,56.17,178.33,6.24,47.75,91.973,21.2499,70.6,91,308.1525,108.3015,283.815,1,32.35,21.6771,120.99,194.64,73.18,58.81,125.01,80.1703,38.12
41.29,229.0799,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.6945,208.864,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.14,91.195,64.84,118.32,325.63,35.3,236.0065,48.83,74.64,197.7146,37.62,77.76,111.61,32.2525,29.74,35.94,81.705,117.9049,33.0801,95.9201,131.89,58.47,165.2698,82.46,45.86,46.295,78.44,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.865,228.0018,580.39,120.06,25.94,55.62,102.15,28.94,28.19,21.23,20.97,151.34,131.97,15.99,79.47,43.03,352,58.41,115.3684,45.825,56.61,36.97,57.47,383.6685,234.15,288.48,345.4,73.99,69.14,88.16,72.82,22.1,406.7447,99.8,56.205,178.33,6.24,47.75,91.95,21.245,70.6,91,308.25,108.3015,283.89,1,32.35,21.6771,120.99,194.64,73.18,58.81,125.01,80.1703,38.12
41.29,229.065,273.7517,93.13,151.97,155.1225,72.77,394.44,139.475,38.6945,208.864,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.135,91.195,64.84,118.32,325.63,35.3116,236.0065,48.83,74.64,197.7146,37.63,77.76,111.61,32.2525,29.74,35.94,81.705,117.96,33.0801,95.9201,131.89,58.47,165.28,82.46,45.86,46.295,78.44,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.86,228.0018,580.39,120.06,25.9474,55.62,102.15,28.94,28.2,21.23,20.97,151.3,131.97,15.99,79.47,43.04,352,58.41,115.3684,45.825,56.61,36.97,57.47,383.6685,234.15,288.41,345.4,73.99,69.14,88.165,72.82,22.1,406.67,99.8,56.205,178.33,6.24,47.75,91.95,21.245,70.6,91,308.46,108.28,283.89,1,32.35,21.6771,120.99,194.64,73.18,58.81,125.01,80.1703,38.12
41.29,229.08,273.775,93.13,151.97,155.12,72.77,394.44,139.42,38.6945,208.88,2025.36,82.51,250.61,229.55,357.98,1999.01,99.32,44.135,91.195,64.84,118.36,325.37,35.3116,236.0065,48.8232,74.64,197.7146,37.63,77.76,111.61,32.2525,29.74,35.94,81.705,117.87,33.0801,95.9201,131.89,58.47,165.24,82.46,45.86,46.295,78.45,1207.845,1221.755,106.41,41.2,86.09,251.47,371.15,69.71,46.86,228.0018,580.39,120.06,25.9474,55.62,102.1,28.94,28.19,21.23,20.97,151.3,131.97,15.99,79.47,43.04,352,58.41,115.37,45.825,56.61,36.97,57.47,383.74,234.15,288.41,345.4,73.99,69.14,88.16,72.81,22.1,406.67,99.823,56.205,178.33,6.24,47.75,91.95,21.245,70.6,91,308.46,108.28,283.89,1,32.36,21.6771,120.99,194.64,73.18,58.81,125.01,80.1703,38.12
41.29,229.075,273.775,93.13,151.97,155.12,72.77,394.44,139.42,38.6945,208.88,2025.36,82.51,250.61,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.36,325.37,35.3116,236.0065,48.8232,74.64,197.7146,37.63,77.76,111.61,32.2525,29.74,35.94,81.73,117.87,33.087,95.9201,131.89,58.47,165.2252,82.46,45.86,46.29,78.45,1207.845,1221.755,106.41,41.2,86.1,251.47,371.15,69.71,46.85,228.0018,580.39,120.06,25.9474,55.64,102.1,28.94,28.19,21.23,20.97,151.3,131.97,15.99,79.47,43.04,352.11,58.41,115.37,45.81,56.59,36.97,57.47,383.74,234.15,288.54,345.4,73.99,69.14,88.15,72.8099,22.1,406.67,99.823,56.205,178.33,6.24,47.745,91.95,21.245,70.6,91,308.36,108.28,283.89,1,32.36,21.6771,120.99,194.64,73.17,58.82,125.01,80.1703,38.12
41.29,229.065,273.775,93.125,151.97,155.12,72.77,394.44,139.42,38.6945,208.88,2025.36,82.51,250.61,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.36,325.37,35.3116,235.99,48.8232,74.64,197.7146,37.63,77.765,111.61,32.2525,29.74,35.94,81.73,117.87,33.087,95.9201,131.89,58.47,165.23,82.46,45.87,46.29,78.45,1207.845,1221.755,106.41,41.2,86.1,251.47,371.15,69.71,46.85,228.0018,580.39,120.06,25.9499,55.625,102.18,28.94,28.19,21.23,20.97,151.3,131.97,15.99,79.47,43.04,352.11,58.41,115.379,45.82,56.59,36.97,57.47,383.631,234.15,288.4896,345.4,73.99,69.14,88.15,72.8099,22.1,406.67,99.82,56.205,178.33,6.24,47.745,91.95,21.245,70.6,91,308.34,108.2743,283.89,1,32.36,21.6771,120.99,194.64,73.17,58.82,125.01,80.1703,38.12
41.29,229.07,273.775,93.125,151.97,155.12,72.77,394.44,139.42,38.6945,208.88,2025.36,82.5,250.6,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.31,325.37,35.31,235.99,48.8232,74.64,197.7146,37.63,77.765,111.61,32.2525,29.74,35.94,81.73,117.87,33.087,95.92,131.89,58.47,165.24,82.46,45.87,46.29,78.45,1207.845,1221.755,106.43,41.2,86.1,251.47,371.15,69.71,46.855,228.0018,580.39,120.06,25.95,55.625,102.1,28.94,28.18,21.23,20.97,151.3,131.97,15.99,79.47,43.04,352.11,58.41,115.379,45.83,56.59,36.97,57.47,383.797,234.15,288.62,345.4,73.991,69.14,88.16,72.8099,22.1,406.67,99.82,56.205,178.33,6.24,47.745,91.95,21.245,70.6,91,308.34,108.2743,283.89,1,32.36,21.6771,120.99,194.64,73.1799,58.82,125.01,80.1703,38.12
41.29,229.08,273.695,93.14,151.97,155.12,72.77,394.44,139.42,38.695,208.88,2025.36,82.5,250.61,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.31,325.03,35.31,235.98,48.825,74.64,197.7146,37.63,77.765,111.61,32.2525,29.74,35.94,81.73,117.87,33.087,95.92,131.84,58.48,165.255,82.46,45.87,46.29,78.44,1207.845,1221.755,106.43,41.2,86.1,251.47,371.15,69.71,46.87,228.0018,580.425,120.06,25.9499,55.64,102.1,28.94,28.18,21.23,20.97,151.3,131.97,15.98,79.47,43.04,352.11,58.41,115.379,45.83,56.59,36.99,57.46,383.797,234.15,288.55,345.4,73.991,69.14,88.16,72.82,22.1062,406.67,99.82,56.205,178.33,6.24,47.745,91.95,21.245,70.6,91,308.2301,108.2743,283.89,1,32.355,21.6771,120.99,194.66,73.2,58.82,125.01,80.1703,38.12
41.29,229.08,273.695,93.14,151.97,155.12,72.77,394.44,139.42,38.695,208.88,2025.36,82.5,250.61,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.31,325.03,35.31,235.98,48.83,74.64,197.7146,37.63,77.765,111.61,32.26,29.74,35.94,81.76,117.87,33.087,95.92,131.84,58.48,165.2537,82.46,45.87,46.29,78.435,1207.845,1221.915,106.43,41.2,86.1,251.47,371.15,69.71,46.865,228.0018,580.425,120.06,25.9499,55.645,102.1,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.47,43.04,352.11,58.41,115.379,45.83,56.59,36.99,57.46,383.797,234.15,288.5541,345.4,73.991,69.14,88.17,72.82,22.1062,406.67,99.84,56.23,178.33,6.24,47.745,91.95,21.245,70.6,91,308.3207,108.2743,283.89,1,32.3533,21.6771,120.99,194.66,73.2,58.81,125.0399,80.1703,38.12
41.29,229.081,273.695,93.14,151.97,155.12,72.77,394.44,139.42,38.695,208.84,2025.36,82.46,250.62,229.55,357.98,1999.01,99.33,44.14,91.195,64.84,118.31,325.03,35.31,235.98,48.83,74.64,197.7146,37.63,77.765,111.57,32.26,29.74,35.94,81.76,117.87,33.087,95.92,131.84,58.48,165.27,82.46,45.87,46.29,78.435,1207.845,1221.915,106.43,41.19,86.1,251.47,371.15,69.71,46.86,228.0018,580.425,120.06,25.9499,55.67,102.07,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.47,43.04,352.11,58.41,115.379,45.847,56.59,36.99,57.46,383.75,234.15,288.5144,345.4,73.991,69.14,88.17,72.82,22.1062,406.67,99.84,56.23,178.33,6.24,47.745,91.95,21.245,70.6,91,308.4399,108.2743,283.89,1,32.3533,21.675,120.99,194.66,73.2,58.81,125.0399,80.1703,38.12
41.3075,229.0769,273.7,93.15,151.97,155.11,72.75,394.44,139.42,38.71,208.84,2025.36,82.46,250.62,229.4,357.98,1999.01,99.33,44.14,91.2073,64.84,118.31,325.03,35.315,236.03,48.83,74.64,197.7146,37.63,77.765,111.57,32.26,29.74,35.94,81.8,117.98,33.087,95.92,131.84,58.48,165.23,82.46,45.87,46.29,78.45,1207.845,1221.915,106.43,41.19,86.1,251.47,371.15,69.71,46.88,228.0018,580.425,120.06,25.9499,55.66,102.07,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.47,43.04,352.24,58.41,115.376,45.85,56.59,36.99,57.46,383.75,234.15,288.585,345.4,73.991,69.14,88.16,72.82,22.1062,406.67,99.84,56.23,178.33,6.24,47.745,91.95,21.245,70.6,91,308.3086,108.2743,283.89,1,32.3533,21.675,120.99,194.66,73.2,58.81,125.0399,80.1703,38.12
41.3075,229.075,273.7,93.15,151.97,155.11,72.75,394.44,139.42,38.71,208.84,2026.08,82.46,250.54,229.4,357.98,1999.01,99.33,44.14,91.2073,64.84,118.31,325.03,35.315,236.0543,48.835,74.64,197.7146,37.63,77.765,111.56,32.265,29.74,35.94,81.8,118,33.087,95.92,131.84,58.48,165.22,82.46,45.87,46.29,78.44,1207.845,1221.915,106.43,41.175,86.1,251.47,371.15,69.71,46.88,228,580.425,120.06,25.935,55.67,102.07,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.48,43.04,352.24,58.41,115.37,45.855,56.59,36.98,57.46,383.75,234.15,288.585,345.4,73.991,69.14,88.16,72.81,22.1062,406.67,99.84,56.24,178.33,6.24,47.745,91.95,21.245,70.6,91,308.23,108.2743,283.89,1,32.35,21.675,120.99,194.77,73.23,58.81,125.0399,80.1703,38.12
41.3075,229.09,273.7,93.15,151.97,155.11,72.75,394.44,139.435,38.7102,208.84,2026.08,82.46,250.54,229.4,357.98,1999.01,99.33,44.14,91.2076,64.84,118.31,325.03,35.315,236.03,48.835,74.64,197.7146,37.63,77.765,111.56,32.265,29.74,35.94,81.8,118,33.087,95.92,131.84,58.46,165.235,82.46,45.87,46.29,78.44,1207.845,1221.915,106.43,41.18,86.1,251.47,371.15,69.71,46.875,228,580.425,120.06,25.935,55.66,102.07,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.5,43.04,352.24,58.41,115.37,45.85,56.59,36.98,57.46,383.75,234.15,288.5599,345.4,73.991,69.14,88.16,72.815,22.1062,406.67,99.84,56.235,178.33,6.24,47.745,91.95,21.245,70.6,91,308.15,108.2743,283.89,1,32.35,21.675,120.99,194.77,73.23,58.81,125.0399,80.1703,38.12
41.3075,229.12,273.7,93.15,151.97,155.11,72.75,394.44,139.435,38.72,208.84,2026.08,82.45,250.54,229.4,357.98,1999.01,99.33,44.14,91.2076,64.83,118.31,325.03,35.315,236.02,48.835,74.64,197.7146,37.63,77.75,111.56,32.26,29.74,35.94,81.8,118,33.087,95.92,131.84,58.46,165.215,82.47,45.87,46.29,78.44,1207.845,1221.915,106.43,41.18,86.1,251.47,371.15,69.71,46.875,228,580.425,119.96,25.935,55.65,102.07,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.48,43.04,352.24,58.41,115.3788,45.85,56.59,36.99,57.46,383.75,234.095,288.54,345.4,73.991,69.14,88.16,72.815,22.1062,406.67,99.84,56.235,178.33,6.24,47.745,91.95,21.245,70.6,91,308.08,108.2743,283.89,1,32.34,21.675,120.96,194.77,73.23,58.81,124.91,80.1703,38.12
41.29,229.08,273.7,93.15,151.975,155.11,72.75,394.44,139.435,38.71,208.8,2026.08,82.43,250.57,229.4,357.98,1999.01,99.36,44.14,91.2076,64.83,118.31,325.03,35.3119,236.02,48.835,74.64,197.7146,37.63,77.75,111.56,32.26,29.74,35.94,81.805,118,33.087,95.9,131.84,58.46,165.17,82.47,45.87,46.29,78.44,1207.845,1221.915,106.43,41.18,86.12,251.47,371.15,69.71,46.875,228,580.425,119.96,25.935,55.6441,102.06,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.48,43.04,352.24,58.41,115.37,45.85,56.59,36.995,57.46,383.73,234.095,288.56,345.4,73.991,69.14,88.16,72.815,22.1062,406.67,99.84,56.235,178.33,6.24,47.745,91.95,21.235,70.6,91,308.0989,108.2743,283.89,1,32.34,21.675,120.96,194.77,73.23,58.81,124.91,80.1703,38.14
41.29,229.12,273.67,93.15,151.975,155.11,72.75,394.44,139.435,38.7031,208.8,2026.3691,82.43,250.57,229.4,357.98,1999.01,99.36,44.14,91.2076,64.83,118.31,325.03,35.32,236.02,48.835,74.64,197.7146,37.63,77.75,111.56,32.26,29.74,35.94,81.805,118,33.087,95.9,131.84,58.46,165.1826,82.47,45.87,46.29,78.44,1207.845,1221.915,106.43,41.18,86.14,251.68,371.15,69.71,46.875,228.04,580.425,119.96,25.935,55.65,102.06,28.94,28.18,21.23,20.97,151.36,131.97,15.98,79.48,43.035,352.24,58.41,115.38,45.855,56.59,36.995,57.46,383.73,234.095,288.5399,345.4,73.991,69.14,88.17,72.815,22.1062,406.67,99.84,56.26,178.33,6.24,47.745,91.95,21.23,70.6,91,308.0766,108.2743,283.89,1,32.34,21.67,120.96,194.77,73.23,58.81,124.81,80.13,38.14
41.29,229.1201,273.645,93.15,151.975,155.11,72.75,394.44,139.435,38.7031,208.8,2026.3691,82.43,250.57,229.4,357.98,1999.01,99.36,44.14,91.21,64.83,118.31,325.03,35.3275,236.02,48.835,74.64,197.7146,37.63,77.75,111.56,32.26,29.74,35.94,81.805,118,33.087,95.86,131.84,58.45,165.1901,82.47,45.87,46.29,78.44,1208,1221.915,106.43,41.18,86.15,251.68,371.15,69.71,46.875,228.04,580.425,119.96,25.935,55.63,102.03,28.96,28.18,21.23,20.97,151.36,131.97,15.98,79.48,43.045,352.67,58.41,115.38,45.8645,56.59,36.995,57.46,383.73,234.095,288.5412,345.4,73.991,69.14,88.16,72.815,22.1,406.67,99.84,56.24,178.33,6.245,47.745,91.95,21.23,70.6,91,308.0766,108.2743,283.89,1,32.34,21.67,120.96,194.79,73.23,58.81,124.74,80.17,38.14
41.29,229.125,273.645,93.18,151.975,155.11,72.75,394.44,139.435,38.7031,208.8,2026.3691,82.43,250.63,229.4,357.98,1999.01,99.36,44.14,91.2,64.83,118.29,325.03,35.32,236.02,48.83,74.64,197.7146,37.63,77.75,111.56,32.26,29.74,35.94,81.82,118,33.08,95.86,131.84,58.45,165.2199,82.49,45.87,46.29,78.4485,1208,1221.915,106.35,41.18,86.15,251.68,371.15,69.71,46.88,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.23,20.97,151.36,131.965,15.98,79.48,43.045,353.01,58.41,115.3796,45.86,56.59,36.995,57.46,383.732,234.095,288.6,345.4,73.991,69.14,88.16,72.815,22.1,406.67,99.84,56.24,178.18,6.245,47.745,91.95,21.23,70.6,91,308.12,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.74,80.165,38.14
41.29,229.125,273.645,93.15,151.975,155.11,72.75,394.44,139.435,38.71,208.8,2026.3691,82.43,250.66,229.4,357.98,1999.01,99.36,44.14,91.2,64.83,118.315,325.03,35.32,236.015,48.83,74.64,197.7146,37.64,77.75,111.56,32.26,29.74,35.92,81.8,118,33.085,95.86,131.84,58.45,165.22,82.49,45.87,46.295,78.46,1208.29,1221.915,106.35,41.18,86.15,251.68,371.15,69.71,46.885,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.23,20.97,151.33,131.965,15.99,79.48,43.045,353.01,58.41,115.3796,45.86,56.59,36.995,57.46,383.732,234.095,288.605,345.4,73.991,69.14,88.1599,72.81,22.1,406.67,99.84,56.24,178.18,6.24,47.745,91.95,21.23,70.6,91,308.39,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.74,80.165,38.14
41.29,229.1,273.645,93.15,151.975,155.055,72.75,394.44,139.435,38.71,208.8,2026.2611,82.43,250.66,229.4,357.98,1999.01,99.36,44.14,91.2,64.83,118.315,325.03,35.32,236.015,48.83,74.64,197.7146,37.64,77.75,111.56,32.26,29.74,35.92,81.8,118.01,33.085,95.885,131.84,58.445,165.22,82.49,45.87,46.295,78.45,1208.29,1221.915,106.35,41.18,86.165,251.68,371.15,69.71,46.885,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.23,20.97,151.33,131.965,15.99,79.48,43.04,353.01,58.41,115.3796,45.864,56.59,36.995,57.46,383.74,234.095,288.64,345.4,73.991,69.14,88.1599,72.81,22.1,406.67,99.84,56.24,178.18,6.245,47.745,91.95,21.23,70.61,90.95,308.3535,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.165,38.14
41.29,229.1,273.645,93.15,151.975,155.055,72.75,394.44,139.44,38.71,208.84,2026.2611,82.43,250.595,229.4,357.98,1999.01,99.36,44.14,91.2,64.83,118.315,325.03,35.32,236.015,48.824,74.64,197.77,37.64,77.76,111.56,32.26,29.74,35.92,81.78,118.01,33.085,95.88,131.84,58.445,165.22,82.49,45.87,46.295,78.45,1208.29,1221.915,106.31,41.18,86.165,251.68,371.15,69.71,46.885,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.23,20.97,151.33,131.965,15.99,79.48,43.04,352.86,58.41,115.375,45.865,56.59,36.995,57.46,383.74,234.15,288.67,345.4,73.991,69.14,88.1599,72.81,22.1,406.67,99.84,56.24,178.18,6.245,47.76,91.95,21.23,70.63,90.95,308.31,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.18,38.14
41.29,229.12,273.67,93.15,151.975,155.06,72.75,394.44,139.3,38.71,208.84,2026.2611,82.43,250.599,229.4,357.98,1999.01,99.36,44.14,91.2,64.82,118.315,325.03,35.32,236.03,48.824,74.64,197.77,37.65,77.76,111.56,32.26,29.74,35.92,81.78,118.01,33.085,95.88,131.84,58.445,165.18,82.49,45.87,46.295,78.45,1208.29,1221.915,106.31,41.18,86.165,251.68,371.15,69.71,46.88,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.22,20.97,151.33,131.965,15.99,79.5,43.04,352.86,58.41,115.3784,45.865,56.59,36.995,57.46,383.71,234.15,288.63,345.4,73.991,69.07,88.16,72.81,22.1,406.67,99.84,56.24,178.16,6.24,47.76,91.95,21.23,70.63,90.95,308.1,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.74,80.17,38.13
41.29,229.12,273.67,93.15,151.975,155.06,72.75,394.44,139.22,38.71,208.84,2026.2611,82.43,250.6,229.4,357.98,1999.01,99.36,44.14,91.19,64.82,118.34,325.03,35.3165,236.03,48.824,74.66,197.77,37.65,77.76,111.56,32.26,29.74,35.91,81.78,118.01,33.07,95.88,131.84,58.445,165.1,82.49,45.87,46.3,78.46,1208.29,1221.915,106.3,41.175,86.19,251.68,371.15,69.7485,46.88,228.04,580.425,119.96,25.935,55.635,102.03,28.96,28.18,21.2,20.97,151.33,131.965,15.99,79.5,43.04,352.49,58.41,115.375,45.86,56.59,36.995,57.46,383.71,234.15,288.64,345.4,73.991,69.07,88.16,72.81,22.1,406.67,99.84,56.21,178.16,6.24,47.76,91.95,21.225,70.63,90.95,308.0957,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.17,38.13
41.29,229.13,273.75,93.15,151.975,155.06,72.75,394.44,139.1403,38.71,208.84,2026.6,82.43,250.6,229.4,357.98,1999.01,99.36,44.14,91.19,64.82,118.34,325.03,35.32,236.03,48.824,74.66,197.77,37.65,77.76,111.56,32.26,29.74,35.91,81.78,118.01,33.065,95.88,131.84,58.445,165.14,82.49,45.87,46.3,78.4643,1208.29,1221.915,106.3,41.175,86.19,251.68,371.15,69.7485,46.88,228.04,580.425,119.96,25.935,55.63,102.01,28.96,28.18,21.2,20.97,151.33,131.965,15.975,79.5,43.04,352.49,58.41,115.41,45.86,56.59,37,57.46,383.8,234.15,288.68,345.4,73.991,69.09,88.17,72.81,22.1,406.67,99.84,56.21,178.16,6.24,47.76,91.95,21.225,70.63,90.95,308.28,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.17,38.13
41.29,229.13,273.75,93.15,151.97,155.06,72.75,394.44,139.14,38.7,208.84,2026.6,82.42,250.6,229.4,357.98,1999.01,99.36,44.14,91.2,64.84,118.32,325.03,35.32,236.03,48.824,74.66,197.77,37.65,77.765,111.565,32.26,29.74,35.91,81.78,118.01,33.065,95.88,131.84,58.445,165.16,82.49,45.87,46.3,78.46,1208.1944,1221.915,106.3,41.175,86.19,251.68,371.15,69.7485,46.88,228.04,580.425,119.96,25.935,55.63,102.01,28.96,28.18,21.2,20.97,151.3,131.965,15.975,79.5,43.04,352.49,58.41,115.41,45.86,56.59,37,57.46,383.799,234.15,288.64,345.4,74.03,69.09,88.17,72.81,22.1,406.67,99.84,56.21,178.18,6.245,47.76,91.95,21.225,70.63,90.95,308.02,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.18,38.13
41.29,229.13,273.75,93.15,151.97,155.06,72.75,394.44,139.14,38.7,208.84,2026.6,82.42,250.6,229.4,357.98,1999.01,99.36,44.14,91.2,64.84,118.34,325.03,35.32,236.0101,48.824,74.66,197.77,37.65,77.74,111.565,32.26,29.74,35.88,81.78,118.01,33.06,95.88,131.84,58.445,165.144,82.49,45.87,46.295,78.46,1208.1944,1221.915,106.25,41.175,86.19,251.68,371.15,69.7485,46.88,228.04,580.425,119.96,25.935,55.625,102.01,28.96,28.205,21.2,20.97,151.2999,131.965,15.975,79.5,43.04,352.49,58.41,115.41,45.86,56.59,37,57.46,383.8,234.15,288.621,345.4,74.01,69.09,88.17,72.81,22.1,406.61,99.84,56.23,178.2,6.25,47.76,91.95,21.225,70.63,90.95,308.0301,108.27,283.89,1,32.32,21.67,120.96,194.905,73.23,58.81,124.71,80.18,38.13
