AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DISCA,DISCK,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LILA,LILAK,LRCX,MAR,MAT,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTES,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,QRTEA,REGN,ROST,SBUX,SHPG,SIRI,STX,SWKS,SYMC,TMUS,TSCO,TSLA,TXN,ULTA,USD,VIAB,VOD,VRSK,VRTX,WBA,WDC,WYNN,XLNX,XRAY
41.19,228.97,274.05,92.92,151.91,155.6098,72.8,395.26,139.05,38.69,208.475,2029.9999,82.73,250.2,229.5,357.1,2007.655,99.5612,44.135,91.28,64.92,118.19,324.61,35.2829,236.23,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.77,81.825,118.02,33.075,96.075,131.67,58.3915,164.32,82.41,45.825,46.27,78.305,1208.3,1222.48,106.23,41.2,86.33,251.73,371.65,69.87,46.78,228.06,578.585,119.95,25.9363,55.4591,101.98,28.73,28.01,21.404,21.12,151.65,131.36,15.99,79.44,43.08,350.27,58.41,115.24,45.865,56.53,36.985,57.415,384.42,235.895,288.11,345.29,74.02,69.03,88.19,72.68,22,407.765,99.79,56.05,178.36,6.245,47.77,91.7,21.265,70.565,90.57,310.7182,108.2648,283.13,1,32.37,21.65,120.83,194.6,73.48,59.04,124.93,80.21,38.1462
41.19,228.99,274.05,92.92,151.91,155.6098,72.8,395.26,139.05,38.69,208.475,2029.9999,82.74,250.2,229.61,357.1,2007.655,99.5612,44.135,91.28,64.92,118.19,324.61,35.2829,236.23,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.75,81.825,118.04,33.075,96.119,131.67,58.3915,164.3101,82.41,45.825,46.27,78.305,1208.3,1222.48,106.23,41.2,86.33,251.73,371.65,69.87,46.78,228.06,578.585,119.95,25.9301,55.4591,101.98,28.73,28.01,21.404,21.12,151.65,131.36,15.99,79.44,43.08,350.27,58.41,115.235,45.8615,56.53,36.985,57.415,384.3202,235.895,288.03,345.29,74.02,69.03,88.19,72.68,22,407.765,99.75,56.05,178.36,6.25,47.77,91.7,21.265,70.565,90.57,310.68,108.23,283.13,1,32.37,21.65,120.83,194.6,73.48,59.01,124.93,80.21,38.1462
41.19,228.99,274.05,92.92,151.91,155.6098,72.8,395.26,139.05,38.69,208.475,2029.9999,82.74,250.2,229.61,357.1,2007.655,99.5612,44.14,91.28,64.92,118.22,324.61,35.2829,236.29,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.76,81.825,118.03,33.075,96.12,131.67,58.39,164.2916,82.41,45.825,46.27,78.305,1208.3,1222.2735,106.23,41.2,86.33,251.73,371.65,69.87,46.78,228.06,578.585,119.95,25.9301,55.4591,101.98,28.73,28.01,21.404,21.12,151.65,131.36,15.99,79.44,43.08,350.375,58.41,115.24,45.865,56.53,36.985,57.415,384.3202,235.895,288.12,345.29,74.02,69.03,88.19,72.68,22,407.765,99.75,56.05,178.36,6.24,47.77,91.7,21.265,70.565,90.57,310.5001,108.23,283.13,1,32.37,21.65,120.83,194.6,73.49,58.98,124.95,80.21,38.1462
41.18,228.96,274.05,92.92,151.91,155.6098,72.8,395.26,139.05,38.688,208.475,2029.9999,82.74,250.25,229.61,357.1,2007.655,99.5612,44.14,91.28,64.92,118.22,324.61,35.2829,236.29,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.76,81.825,118.03,33.075,96.12,131.67,58.36,164.29,82.41,45.825,46.27,78.31,1208.3,1222.2735,106.23,41.2,86.33,251.73,371.7597,69.87,46.775,228.06,578.585,119.93,25.93,55.4591,101.98,28.73,28.01,21.404,21.12,151.65,131.36,15.99,79.43,43.08,350.375,58.41,115.245,45.865,56.53,36.985,57.415,384.3202,235.59,288.12,345.29,74.02,68.99,88.19,72.68,22,407.765,99.75,56.06,178.36,6.24,47.77,91.7,21.265,70.565,90.57,310.5,108.23,283.13,1,32.37,21.65,120.83,194.6,73.49,58.98,125.01,80.21,38.1462
41.18,228.989,274.05,92.92,151.895,155.6098,72.8,395.26,139.05,38.688,208.475,2029.9999,82.74,250.25,229.61,357.23,2007.655,99.61,44.14,91.28,64.92,118.22,324.61,35.285,236.29,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.76,81.825,118.03,33.075,96.13,131.67,58.36,164.33,82.41,45.825,46.27,78.31,1208.3,1222.2735,106.23,41.2,86.33,251.73,371.7597,69.87,46.78,228,578.585,119.93,25.935,55.4591,101.98,28.73,28.01,21.404,21.12,151.65,131.36,15.99,79.43,43.08,350.375,58.41,115.245,45.865,56.53,36.99,57.415,384.3202,235.7895,288.17,345.29,74.02,68.99,88.2,72.67,22,407.765,99.75,56.06,178.36,6.24,47.77,91.7,21.265,70.565,90.57,310.5,108.23,283.13,1,32.35,21.65,120.83,194.6,73.49,58.98,125.08,80.217,38.1462
41.17,228.989,274.05,92.92,151.895,155.6098,72.8,395.26,139.05,38.69,208.475,2029.745,82.74,250.25,229.61,357.23,2007.655,99.61,44.14,91.28,64.92,118.22,324.61,35.285,236.29,48.93,74.62,197.92,37.62,77.695,111.54,32.34,29.82,35.76,81.825,118.03,33.075,96.135,131.67,58.36,164.33,82.41,45.825,46.27,78.33,1208.3,1222.08,106.23,41.2,86.33,251.73,371.7597,69.87,46.77,228,578.585,119.93,25.925,55.4591,101.98,28.73,28.01,21.404,21.12,151.6356,131.36,15.99,79.43,43.08,350.375,58.42,115.245,45.865,56.53,36.99,57.415,384.3202,235.7895,288.1685,345.29,74.02,68.99,88.2,72.67,22,407.675,99.75,56.06,178.36,6.25,47.77,91.7,21.265,70.58,90.57,310.47,108.23,283.13,1,32.35,21.6561,120.83,194.6,73.49,58.98,125.08,80.217,38.1462
41.17,228.989,274.05,92.92,151.895,155.6098,72.8,395.26,139.05,38.69,208.475,2029.745,82.74,250.25,229.61,357.23,2007.655,99.61,44.14,91.31,64.92,118.22,324.61,35.285,236.29,48.9299,74.62,197.92,37.6199,77.695,111.54,32.34,29.82,35.78,81.825,118.03,33.075,96.13,131.67,58.36,164.33,82.41,45.825,46.27,78.36,1208.3,1222.08,106.23,41.2,86.33,251.73,371.7597,69.87,46.77,228,578.585,120.03,25.925,55.4591,101.98,28.72,28.01,21.403,21.12,151.6356,131.36,15.99,79.43,43.08,350.375,58.415,115.245,45.86,56.53,37,57.415,384.39,235.7895,288.1592,345.29,74.02,68.99,88.2,72.67,22,407.6125,99.75,56.06,178.36,6.24,47.77,91.71,21.265,70.595,90.57,310.47,108.23,283.13,1,32.35,21.6561,120.83,194.6,73.49,58.98,125.08,80.217,38.1462
41.165,228.985,274.05,92.92,151.895,155.6098,72.8,395.26,139.05,38.69,208.475,2029.745,82.75,250.25,229.61,357.23,2007.655,99.61,44.14,91.3,64.92,118.22,324.61,35.285,236.29,48.9299,74.62,197.92,37.61,77.695,111.54,32.34,29.82,35.78,81.825,118.03,33.075,96.13,131.57,58.36,164.35,82.41,45.825,46.27,78.36,1208.3,1222.08,106.23,41.2,86.33,251.73,371.7597,69.87,46.75,228,578.585,120.03,25.935,55.4591,101.98,28.72,28.01,21.403,21.12,151.6356,131.36,15.9971,79.43,43.08,350.375,58.415,115.24,45.865,56.53,37,57.415,384.39,235.7895,288.1522,345.29,74.02,68.99,88.1901,72.67,22,407.6125,99.75,56.06,178.37,6.25,47.77,91.71,21.265,70.595,90.57,310.4383,108.23,283.13,1,32.35,21.6561,120.83,194.6,73.49,58.97,125.1,80.18,38.1462
41.165,229,274.05,92.92,151.895,155.6098,72.8,395.26,139.05,38.69,208.52,2029.745,82.78,250.25,229.61,357.23,2007.655,99.61,44.14,91.3,64.92,118.22,324.61,35.285,236.3,48.93,74.62,197.92,37.61,77.69,111.54,32.34,29.82,35.78,81.825,118.03,33.075,96.13,131.57,58.36,164.36,82.41,45.825,46.27,78.36,1208.3,1222.3243,106.23,41.2,86.33,251.73,371.7597,69.87,46.7588,228,578.585,120.03,25.935,55.4591,101.98,28.72,28.01,21.403,21.12,151.6356,131.36,15.9971,79.43,43.08,350.375,58.415,115.25,45.865,56.53,37,57.43,384.39,235.7895,288.15,345.29,74.02,68.99,88.1901,72.68,22,407.6125,99.78,56.0524,178.37,6.25,47.77,91.71,21.265,70.595,90.57,310.72,108.23,283.13,1,32.35,21.65,120.83,194.6,73.49,58.97,125.1,80.18,38.1462
41.165,228.99,274.06,92.92,151.895,155.61,72.8,395.26,139.05,38.69,208.52,2029.745,82.78,250.25,229.68,357.23,2007.655,99.61,44.14,91.31,64.92,118.22,324.61,35.285,236.3,48.94,74.64,197.9655,37.61,77.69,111.54,32.34,29.82,35.78,81.825,118.03,33.08,96.13,131.57,58.36,164.38,82.41,45.82,46.27,78.36,1208.4,1222.42,106.23,41.2,86.33,251.73,371.7597,69.87,46.755,228,578.585,120.03,25.935,55.46,101.98,28.72,28.01,21.403,21.12,151.6356,131.36,15.9971,79.43,43.08,350.375,58.415,115.25,45.865,56.53,37,57.43,384.5,235.515,288.2,345.29,74.02,68.99,88.1901,72.68,22.005,407.6125,99.78,56.0524,178.37,6.245,47.77,91.71,21.265,70.595,90.57,310.5501,108.23,283.13,1,32.34,21.65,120.83,194.69,73.49,58.97,125.25,80.18,38.1462
41.165,229,274.06,92.92,151.895,155.61,72.8,395.26,139.05,38.69,208.52,2029.7575,82.78,250.25,229.68,357.23,2007.655,99.61,44.14,91.31,64.92,118.2199,324.61,35.285,236.3,48.94,74.64,197.9655,37.61,77.705,111.54,32.34,29.82,35.78,81.825,118.06,33.08,96.14,131.57,58.36,164.36,82.41,45.82,46.27,78.36,1208.4,1222.57,106.23,41.2,86.33,251.73,371.7597,69.87,46.755,228,578.585,120.03,25.93,55.46,101.98,28.72,28.01,21.403,21.12,151.64,131.36,15.9971,79.43,43.08,350.375,58.415,115.26,45.87,56.53,37,57.43,384.5,235.515,288.2,345.29,74.02,68.99,88.1901,72.68,22.005,407.6125,99.78,56.05,178.4,6.245,47.795,91.71,21.265,70.595,90.59,310.48,108.23,283.13,1,32.34,21.65,120.83,194.74,73.49,58.97,125.25,80.18,38.15
41.1475,228.95,274.06,92.92,151.91,155.61,72.8,395.26,139.05,38.69,208.49,2029.7575,82.79,250.27,229.68,357.23,2007.655,99.62,44.14,91.3,64.92,118.2199,324.61,35.28,236.3,48.94,74.64,197.92,37.615,77.7,111.545,32.34,29.82,35.78,81.825,118.06,33.08,96.17,131.57,58.36,164.32,82.41,45.82,46.27,78.33,1208.4,1222.33,106.23,41.2,86.33,251.73,371.7597,69.87,46.775,228.07,578.585,120.03,25.93,55.45,101.98,28.72,28.01,21.403,21.12,151.64,131.36,15.9971,79.435,43.08,350.375,58.415,115.27,45.87,56.53,37,57.43,384.5,235.515,288.2,345.29,74.03,68.99,88.215,72.68,22.005,407.6125,99.78,56.05,178.4,6.25,47.795,91.71,21.265,70.595,90.59,310.59,108.2462,283.13,1,32.34,21.655,120.83,194.74,73.482,58.97,125.23,80.18,38.15
41.1475,228.9741,274.06,92.93,151.91,155.61,72.8,395.26,139.05,38.6824,208.49,2029.7575,82.79,250.27,229.6275,357.23,2007.655,99.62,44.14,91.28,64.92,118.2199,324.61,35.285,236.3,48.95,74.64,197.92,37.6,77.7,111.545,32.34,29.82,35.78,81.825,118.07,33.08,96.17,131.57,58.36,164.31,82.41,45.82,46.27,78.34,1208.4,1222.33,106.23,41.2,86.33,251.51,371.7597,69.87,46.785,228.12,578.585,120.03,25.9295,55.45,101.98,28.72,27.99,21.403,21.12,151.64,131.36,15.9971,79.435,43.08,350.375,58.415,115.27,45.865,56.54,37,57.43,384.47,235.5075,288.2062,345.29,74.03,68.99,88.24,72.68,22.005,407.6125,99.78,56.095,178.4,6.25,47.795,91.71,21.265,70.595,90.68,310.62,108.25,283.13,1,32.34,21.655,120.83,194.74,73.4999,58.97,125.23,80.18,38.15
41.1475,228.9741,274.06,92.93,151.91,155.61,72.8,395.26,139.05,38.69,208.49,2029.7575,82.79,250.27,229.66,357.23,2007.655,99.62,44.14,91.28,64.92,118.2199,324.61,35.285,236.3,48.955,74.64,197.92,37.6,77.7,111.545,32.34,29.82,35.78,81.825,118.07,33.08,96.17,131.57,58.37,164.34,82.41,45.82,46.27,78.34,1208.4,1222.33,106.23,41.2,86.33,251.51,371.7597,69.87,46.785,228.21,578.585,120.03,25.92,55.45,101.98,28.72,27.99,21.403,21.12,151.64,131.36,15.9971,79.43,43.08,350.375,58.415,115.29,45.87,56.54,37,57.43,384.53,235.66,288.2062,345.29,74.03,68.99,88.24,72.7,22.005,407.54,99.78,56.095,178.4,6.245,47.79,91.71,21.265,70.595,90.68,310.67,108.26,283.13,1,32.34,21.655,120.83,194.78,73.4999,58.97,125.23,80.18,38.15
41.15,228.9706,274.06,92.93,151.9,155.61,72.8,395.26,139.05,38.69,208.47,2029.7575,82.79,250.27,229.66,357.23,2007.655,99.62,44.13,91.27,64.92,118.2199,324.61,35.285,236.315,48.954,74.64,198.0026,37.6,77.7,111.545,32.34,29.82,35.78,81.825,118.07,33.08,96.17,131.57,58.37,164.2899,82.41,45.82,46.27,78.32,1208.4,1222.33,106.23,41.2,86.33,251.51,371.7597,69.87,46.785,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.99,21.403,21.12,151.64,131.36,15.9971,79.44,43.08,350.375,58.41,115.275,45.871,56.54,37,57.43,384.31,235.56,288.2062,345.29,74.03,68.99,88.24,72.7,22.005,407.54,99.78,56.095,178.4,6.25,47.79,91.71,21.26,70.595,90.68,310.5047,108.26,283.13,1,32.34,21.655,120.83,194.78,73.4999,58.97,125.23,80.18,38.15
41.155,228.93,274.06,92.93,151.9,155.61,72.8,395.26,139.05,38.7,208.47,2029.31,82.78,250.27,229.66,357.24,2007.655,99.62,44.13,91.23,64.91,118.2199,324.61,35.285,236.315,48.954,74.6499,198.0026,37.6,77.7,111.545,32.34,29.81,35.78,81.825,118.07,33.08,96.14,131.57,58.37,164.3,82.41,45.82,46.27,78.33,1208.4,1222.33,106.23,41.2,86.33,251.37,371.7597,69.87,46.79,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.99,21.403,21.12,151.64,131.36,15.9971,79.44,43.08,350.375,58.4,115.275,45.865,56.54,36.98,57.43,384.31,235.56,288.16,345.29,74.03,68.99,88.25,72.7,22.005,407.52,99.78,56.095,178.4,6.25,47.79,91.71,21.26,70.595,90.69,310.5047,108.26,283.13,1,32.34,21.655,120.83,194.78,73.4999,58.97,125.23,80.18,38.15
41.155,228.93,274.06,92.89,151.9,155.61,72.8,395.26,139.05,38.7,208.46,2029.31,82.78,250.27,229.66,357.24,2007.655,99.62,44.13,91.23,64.91,118.2199,324.61,35.285,236.31,48.954,74.6499,198.0026,37.59,77.7,111.545,32.34,29.81,35.78,81.825,118.07,33.08,96.14,131.57,58.37,164.27,82.41,45.82,46.27,78.325,1208.4,1222.225,106.23,41.19,86.33,251.37,371.7597,69.87,46.79,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.99,21.403,21.12,151.64,131.36,15.9971,79.44,43.08,350.375,58.4,115.275,45.865,56.54,36.98,57.43,384.4679,235.56,288.135,345.29,74.03,68.99,88.27,72.7,22.005,407.52,99.78,56.095,178.4,6.25,47.79,91.71,21.26,70.5905,90.69,310.5047,108.25,283.13,1,32.34,21.65,120.83,194.78,73.4999,58.97,125.23,80.18,38.15
41.155,228.9588,274.17,92.89,151.9,155.61,72.83,395.26,139.05,38.7,208.46,2029.31,82.78,250.27,229.66,357.24,2007.655,99.6,44.13,91.21,64.91,118.2199,324.61,35.285,236.31,48.97,74.6499,198.0026,37.59,77.695,111.56,32.34,29.81,35.78,81.825,118.07,33.08,96.14,131.57,58.37,164.3,82.41,45.82,46.27,78.33,1208.4,1222.225,106.25,41.19,86.29,251.34,371.71,69.82,46.8,228.2,578.585,120.03,25.92,55.46,101.98,28.72,28,21.403,21.12,151.64,131.36,15.9971,79.44,43.08,350.375,58.4,115.28,45.875,56.54,36.98,57.43,384.4679,235.56,288.135,345.29,74.03,68.99,88.27,72.695,22.005,407.6075,99.78,56.095,178.4,6.25,47.795,91.71,21.26,70.5905,90.69,310.5411,108.25,283.105,1,32.34,21.65,120.83,194.78,73.4999,58.97,125.23,80.18,38.15
41.155,228.95,274.17,92.89,151.9,155.61,72.83,395.26,139.05,38.69,208.46,2029.31,82.79,250.27,229.66,357.24,2007.655,99.59,44.13,91.21,64.91,118.2199,324.61,35.285,236.31,48.97,74.66,198.0026,37.585,77.695,111.56,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.37,164.32,82.41,45.82,46.27,78.33,1208.4,1222.225,106.25,41.19,86.29,251.34,371.71,69.82,46.81,228.2,578.585,120.03,25.92,55.46,101.98,28.72,28,21.403,21.12,151.68,131.36,15.99,79.42,43.08,350.375,58.38,115.28,45.87,56.54,36.98,57.43,384.42,235.56,288.135,345.29,74.03,68.99,88.27,72.7,22.005,407.6075,99.78,56.095,178.4,6.25,47.795,91.71,21.26,70.5905,90.69,310.64,108.25,283.105,1,32.325,21.65,120.83,194.66,73.5,58.97,125.2995,80.18,38.15
41.165,228.97,274.17,92.89,151.9,155.61,72.83,395.26,139.05,38.69,208.425,2029.31,82.79,250.27,229.66,357.24,2007.655,99.59,44.13,91.21,64.91,118.2199,324.61,35.285,236.3365,48.97,74.66,198.0026,37.585,77.695,111.56,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.37,164.33,82.41,45.82,46.27,78.335,1208.4,1222.225,106.25,41.19,86.29,251.34,371.71,69.82,46.81,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.36,15.99,79.42,43.075,350.375,58.38,115.28,45.875,56.54,36.975,57.43,384.42,235.56,288.135,345.29,74.03,69.02,88.27,72.7,22.005,407.6075,99.77,56.095,178.4,6.25,47.795,91.71,21.26,70.5905,90.69,310.64,108.25,283.105,1,32.325,21.6599,120.83,194.66,73.5,58.97,125.2995,80.18,38.15
41.17,228.99,274.17,92.89,151.9,155.72,72.83,395.26,139.05,38.69,208.425,2029.31,82.78,250.27,229.66,357.24,2007.655,99.59,44.13,91.21,64.91,118.23,324.61,35.285,236.34,48.965,74.66,198.0026,37.585,77.695,111.56,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.37,164.32,82.41,45.82,46.27,78.32,1208.4,1222.225,106.25,41.19,86.27,251.34,371.71,69.82,46.81,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.36,15.99,79.42,43.075,350.375,58.38,115.28,45.875,56.54,36.975,57.43,384.42,235.56,288.16,345.29,74.03,69.02,88.27,72.7,22.005,407.6075,99.76,56.09,178.4,6.25,47.795,91.71,21.26,70.5905,90.69,310.88,108.25,283.105,1,32.325,21.65,120.83,194.62,73.5,58.97,125.2995,80.18,38.15
41.17,228.97,274.17,92.89,151.9,155.72,72.83,395.26,139.05,38.69,208.425,2029.31,82.78,250.27,229.66,357.24,2007.655,99.59,44.13,91.2,64.91,118.23,324.61,35.285,236.34,48.965,74.66,198.0026,37.585,77.695,111.56,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.37,164.301,82.41,45.82,46.27,78.32,1208.4,1222.225,106.25,41.19,86.27,251.34,371.71,69.82,46.805,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.36,15.99,79.42,43.075,350.375,58.38,115.28,45.875,56.54,36.975,57.43,384.42,235.5595,288.16,345.29,74.03,69.02,88.27,72.7,22.005,407.6075,99.76,56.0912,178.4,6.25,47.795,91.71,21.26,70.5905,90.69,311.0275,108.25,283.105,1,32.325,21.64,120.83,194.62,73.5,58.97,125.2995,80.18,38.15
41.17,228.9921,274.17,92.92,151.9,155.72,72.83,395.26,139.05,38.69,208.425,2029.31,82.78,250.28,229.66,357.24,2007.655,99.59,44.13,91.2,64.91,118.23,324.61,35.285,236.34,48.97,74.67,198.0026,37.585,77.71,111.56,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.38,164.32,82.41,45.84,46.29,78.32,1208.4,1222.225,106.21,41.19,86.27,251.34,371.71,69.82,46.82,228.2,578.585,120.03,25.92,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.36,15.99,79.42,43.075,350.375,58.37,115.28,45.9,56.54,36.975,57.43,384.44,235.59,288.18,345.54,74.03,69.02,88.3,72.73,22.005,407.6075,99.77,56.0912,178.4,6.245,47.8,91.71,21.26,70.5905,90.715,311.0323,108.25,283.105,1,32.325,21.64,120.83,194.62,73.5,58.97,125.3,80.18,38.15
41.17,228.9847,274.17,92.92,151.9,155.71,72.83,395.26,139.05,38.69,208.4231,2029.27,82.805,250.28,229.66,357.24,2007.655,99.59,44.13,91.1947,64.91,118.23,324.61,35.285,236.34,48.9701,74.67,197.985,37.585,77.705,111.57,32.34,29.81,35.78,81.825,118.11,33.08,96.14,131.57,58.38,164.32,82.41,45.84,46.2847,78.32,1208.4,1222.61,106.21,41.19,86.27,251.34,371.71,69.82,46.815,228.29,578.585,120.03,25.9141,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.39,15.99,79.42,43.075,350.61,58.38,115.29,45.895,56.54,36.975,57.43,384.5,235.89,288.25,345.54,74.03,69.02,88.3,72.725,22.005,407.6075,99.77,56.092,178.39,6.245,47.8,91.71,21.27,70.5905,90.715,310.89,108.29,283.105,1,32.34,21.645,120.83,194.62,73.5,58.97,125.29,80.22,38.15
41.17,228.97,274.17,92.92,151.9,155.665,72.83,395.26,139,38.69,208.4231,2029.27,82.805,250.28,229.66,357.14,2007.655,99.59,44.13,91.2,64.91,118.19,324.26,35.285,236.34,48.97,74.67,197.985,37.58,77.705,111.57,32.34,29.81,35.78,81.825,118.11,33.08,96.13,131.57,58.4,164.3,82.41,45.84,46.2847,78.32,1208.4,1222.61,106.21,41.185,86.27,251.34,371.71,69.82,46.815,228.29,578.585,120.03,25.915,55.46,101.98,28.72,27.9999,21.403,21.12,151.68,131.3301,15.99,79.44,43.0747,350.61,58.38,115.295,45.895,56.54,36.975,57.43,384.5,235.89,288.25,345.54,74.03,69.02,88.3047,72.7247,22.005,407.52,99.75,56.095,178.39,6.245,47.8,91.71,21.27,70.5905,90.715,310.93,108.29,283.105,1,32.34,21.645,120.83,194.52,73.5,58.97,125.29,80.21,38.15
41.1701,228.94,274.08,92.92,151.9,155.665,72.83,395.26,139,38.69,208.4231,2029.27,82.805,250.28,229.66,357.14,2007.655,99.59,44.135,91.2,64.91,118.21,324.26,35.28,236.34,48.96,74.67,197.985,37.58,77.7,111.57,32.34,29.81,35.78,81.825,118.11,33.08,96.13,131.57,58.4,164.3,82.41,45.84,46.2847,78.32,1208.4,1222.61,106.21,41.175,86.27,251.34,371.71,69.82,46.815,228.29,578.585,120.03,25.915,55.46,101.98,28.71,28.01,21.403,21.12,151.63,131.32,15.99,79.44,43.0747,350.61,58.38,115.32,45.8801,56.54,36.975,57.43,384.5,235.89,288.25,345.54,74.03,69.02,88.3,72.725,22.005,407.52,99.74,56.095,178.39,6.25,47.8,91.71,21.27,70.5905,90.715,310.98,108.29,283.105,1,32.34,21.645,120.83,194.52,73.44,58.97,125.29,80.18,38.15
41.1701,228.94,274.08,92.92,151.9,155.665,72.83,395.26,139,38.69,208.4231,2029.27,82.8,250.28,229.66,356.945,2007.655,99.59,44.135,91.2,64.91,118.175,324.26,35.285,236.34,48.96,74.67,197.985,37.58,77.7,111.57,32.34,29.81,35.78,81.825,118.11,33.08,96.13,131.57,58.4,164.27,82.41,45.84,46.2847,78.32,1208.4,1222.7276,106.21,41.175,86.27,251.34,371.71,69.82,46.805,228.29,578.585,120.03,25.91,55.46,101.98,28.71,28.01,21.403,21.12,151.6,131.32,15.99,79.44,43.0747,350.61,58.36,115.32,45.895,56.54,36.975,57.43,384.5,235.845,288.1956,345.54,74.03,69.02,88.31,72.725,22.005,407.52,99.74,56.095,178.35,6.24,47.8,91.71,21.27,70.5905,90.715,311,108.29,283.105,1,32.34,21.6425,120.83,194.52,73.43,58.97,125.21,80.18,38.15
41.18,228.935,274.08,92.92,151.9,155.665,72.83,395.26,139,38.68,208.4231,2029.27,82.8,250.28,229.66,356.945,2007.655,99.59,44.135,91.2,64.91,118.175,324.26,35.285,236.34,48.96,74.67,197.985,37.57,77.7,111.57,32.34,29.81,35.78,81.825,118.11,33.09,96.13,131.57,58.4,164.27,82.41,45.84,46.2847,78.32,1208.4,1222.7276,106.21,41.175,86.27,251.34,371.665,69.82,46.8047,228.29,578.5202,120.03,25.91,55.46,101.98,28.73,28.01,21.403,21.12,151.63,131.32,15.99,79.44,43.0747,350.61,58.36,115.32,45.9,56.54,36.975,57.43,384.56,235.845,288.1956,345.54,74.03,69.02,88.31,72.725,22.005,407.52,99.725,56.095,178.35,6.245,47.8,91.71,21.27,70.5905,90.715,311,108.27,283.105,1,32.34,21.6425,120.83,194.53,73.43,58.97,125.21,80.18,38.15
41.18,228.9429,274.08,92.92,151.9,155.665,72.83,395.26,139,38.68,208.4231,2029.27,82.795,250.28,229.66,356.945,2007.655,99.59,44.135,91.1999,64.91,118.175,324.26,35.285,236.34,48.96,74.67,197.985,37.57,77.71,111.57,32.34,29.81,35.78,81.825,118.11,33.095,96.13,131.57,58.4,164.3,82.41,45.84,46.2847,78.32,1208.4,1222.7276,106.21,41.175,86.27,251.34,371.665,69.82,46.8,228.29,578.5202,120.03,25.91,55.46,101.98,28.73,28.01,21.403,21.12,151.68,131.32,15.99,79.44,43.0747,350.61,58.36,115.32,45.895,56.54,36.975,57.43,384.56,235.845,288.1956,345.54,74.03,69.02,88.3199,72.73,22.005,407.52,99.725,56.095,178.35,6.245,47.8,91.71,21.27,70.5905,90.715,310.86,108.27,283.105,1,32.34,21.6425,120.83,194.53,73.43,58.97,125.21,80.18,38.15
41.18,228.94,274.08,92.92,151.9,155.665,72.83,395.26,139,38.68,208.4231,2029.27,82.795,250.28,229.66,356.945,2007.655,99.59,44.135,91.2,64.91,118.2099,324.26,35.28,236.34,48.965,74.67,197.985,37.57,77.715,111.57,32.34,29.81,35.78,81.825,118.16,33.095,96.13,131.57,58.4,164.2762,82.41,45.84,46.29,78.32,1208.4,1222.7276,106.21,41.175,86.27,251.34,371.665,69.82,46.8033,228.29,578.5202,120.03,25.915,55.46,101.98,28.73,28.01,21.403,21.12,151.68,131.29,15.99,79.44,43.0747,350.395,58.37,115.32,45.9,56.54,36.975,57.43,384.56,235.72,288.21,345.54,74.03,69.02,88.31,72.73,22.005,407.52,99.725,56.095,178.35,6.245,47.8,91.71,21.27,70.5905,90.715,310.8146,108.27,283.105,1,32.34,21.64,120.83,194.53,73.435,58.9601,125.21,80.185,38.14
